representation,model,replicate,ari_stability_all,ari_stability_common_assigned,common_assigned_fraction,coverage,catalog_ari_subset
Classical full,K-medoids,19,0.9739851316302401,0.9739851316302401,1.0,1.0,0.6685773893506092
Classical full,K-means,19,0.55935648343863,0.55935648343863,1.0,1.0,0.6060133456079219
Classical full,Average linkage,19,1.0,1.0,1.0,1.0,0.017886327130876317
Classical full,DBSCAN,19,0.9222471680541889,,0.7825,0.7825,0.08147275802860288
Classical full,HDBSCAN,19,0.9263958142951284,0.987357381696646,0.56625,0.57,0.2472826550677343
JDR,K-medoids,20,0.9217220633962526,0.9217220633962526,1.0,1.0,0.2997679688652772
JDR,K-means,20,0.9895365325000717,0.9895365325000717,1.0,1.0,0.30505387176661763
JDR,Average linkage,20,0.8368122358370157,0.8368122358370157,1.0,1.0,0.7258202984039412
JDR,DBSCAN,20,0.8893717118394999,0.9404751677348498,0.795,0.8275,0.5044157276988671
JDR,HDBSCAN,20,0.7279452625005738,0.9025919278145305,0.565,0.60125,0.2160630118535919
Classical shape,K-medoids,20,0.6653036966033495,0.6653036966033495,1.0,1.0,0.3675675482691812
Classical shape,K-means,20,0.8531986444567909,0.8531986444567909,1.0,1.0,0.39698128144084277
Classical shape,Average linkage,20,1.0,1.0,1.0,1.0,0.01576986305411965
Classical shape,DBSCAN,20,0.9131629219999702,,0.76875,0.775,0.07026009630191131
Classical shape,HDBSCAN,20,0.5320328770510926,0.9280575580108879,0.3525,0.3525,0.059483786458258206
Classical full,K-medoids,20,0.360505057903201,0.360505057903201,1.0,1.0,0.3730524202010387
Classical full,K-means,20,0.9394719878122997,0.9394719878122997,1.0,1.0,0.47418392551807115
Classical full,Average linkage,20,1.0,1.0,1.0,1.0,0.011200969126014352
Classical full,DBSCAN,20,0.8902316747411997,,0.77625,0.78625,0.07895056184418707
Classical full,HDBSCAN,20,0.7157219719336765,0.9880735737085073,0.58,0.68125,0.3929137371112051
JDR,K-medoids,21,0.8562391387704941,0.8562391387704941,1.0,1.0,0.3093795300038271
JDR,K-means,21,0.938302540944909,0.938302540944909,1.0,1.0,0.2955835397344312
JDR,Average linkage,21,0.8838389868218257,0.8838389868218257,1.0,1.0,0.6920533565396744
JDR,DBSCAN,21,0.8835458564319231,0.9692611360244168,0.8,0.83625,0.5096780576894429
JDR,HDBSCAN,21,0.3935602372748878,0.5730974617656908,0.47875,0.4975,0.07609890580922704
Classical shape,K-medoids,21,0.4563367006775924,0.4563367006775924,1.0,1.0,0.6058532588446941
Classical shape,K-means,21,0.5176057510075911,0.5176057510075911,1.0,1.0,0.4041157438511344
Classical shape,Average linkage,21,0.6618991340183651,0.6618991340183651,1.0,1.0,0.015078496024443066
Classical shape,DBSCAN,21,0.9193024650075166,,0.7625,0.77375,0.09246757528999174
Classical shape,HDBSCAN,21,0.8388255412168093,1.0,0.46,0.48125,0.14353756542547916
Classical full,K-medoids,21,0.9900579964083497,0.9900579964083497,1.0,1.0,0.7005123485248342
Classical full,K-means,21,0.5663346552998304,0.5663346552998304,1.0,1.0,0.6525922494749431
Classical full,Average linkage,21,0.8877070892592628,0.8877070892592628,1.0,1.0,0.015078496024443066
Classical full,DBSCAN,21,0.8428434908762448,,0.77,0.79125,0.08572594832061564
Classical full,HDBSCAN,21,0.9175852326416328,0.9876819003941189,0.56125,0.5675,0.2484718480329543
JDR,K-medoids,22,0.8774435554738147,0.8774435554738147,1.0,1.0,0.31196001241284044
JDR,K-means,22,0.9937152792973195,0.9937152792973195,1.0,1.0,0.3066736295795117
JDR,Average linkage,22,0.5425177572490338,0.5425177572490338,1.0,1.0,0.4162938098596041
JDR,DBSCAN,22,0.9016112869382517,0.9799720561148891,0.80625,0.8375,0.5578466433275597
JDR,HDBSCAN,22,0.4841621529177359,0.7879466811587265,0.5775,0.715,0.47990612875321786
Classical shape,K-medoids,22,0.9421072221208718,0.9421072221208718,1.0,1.0,0.36239668188438845
Classical shape,K-means,22,0.9644902943719676,0.9644902943719676,1.0,1.0,0.3283186984475383
Classical shape,Average linkage,22,0.5267222593550631,0.5267222593550631,1.0,1.0,0.06889769682055884
Classical shape,DBSCAN,22,0.9034505657936656,,0.76125,0.77625,0.08253253550452135
Classical shape,HDBSCAN,22,0.821955814091529,1.0,0.48,0.53125,0.20301448338293104
Classical full,K-medoids,22,0.46362353997012784,0.46362353997012784,1.0,1.0,0.41890350990800407
Classical full,K-means,22,1.0,1.0,1.0,1.0,0.44101703363684047
Classical full,Average linkage,22,0.18648107124628624,0.18648107124628624,1.0,1.0,0.11012176842348781
Classical full,DBSCAN,22,0.8906968271071869,,0.77375,0.7875,0.08206014949826289
Classical full,HDBSCAN,22,0.4948296667413283,0.9055366151279907,0.41125,0.415,0.10890997295715117
JDR,K-medoids,23,1.0,1.0,1.0,1.0,0.29538895289571465
JDR,K-means,23,0.9864766903702791,0.9864766903702791,1.0,1.0,0.3082373925615092
JDR,Average linkage,23,0.6134828614692662,0.6134828614692662,1.0,1.0,0.4675740916189391
JDR,DBSCAN,23,0.908495249729011,0.9785224275432374,0.8025,0.82375,0.5544021067593415
JDR,HDBSCAN,23,0.519696226305618,0.6456108847344699,0.5275,0.57125,0.13143601944737357
Classical shape,K-medoids,23,0.7624538176390732,0.7624538176390732,1.0,1.0,0.3816877479734628
Classical shape,K-means,23,0.5593094292150539,0.5593094292150539,1.0,1.0,0.44152752910460696
Classical shape,Average linkage,23,0.7972239421349593,0.7972239421349593,1.0,1.0,0.016765300600273033
Classical shape,DBSCAN,23,0.9084495238079026,,0.76375,0.7725,0.0778037882782064
Classical shape,HDBSCAN,23,0.866662848824328,0.9849678866583987,0.46,0.47625,0.13666257560586584
Classical full,K-medoids,23,0.9850305202744707,0.9850305202744707,1.0,1.0,0.6957953635415987
Classical full,K-means,23,0.5504025576870346,0.5504025576870346,1.0,1.0,0.6370017688797914
Classical full,Average linkage,23,1.0,1.0,1.0,1.0,0.016765300600273033
Classical full,DBSCAN,23,0.900739116774809,,0.77875,0.7875,0.07659957287726242
Classical full,HDBSCAN,23,0.8653551778446605,0.9866364112951664,0.5325,0.54125,0.22469756209252884
JDR,K-medoids,24,0.995783941803228,0.995783941803228,1.0,1.0,0.2786660374715917
JDR,K-means,24,0.9154110696557322,0.9154110696557322,1.0,1.0,0.27721974670919763
JDR,Average linkage,24,0.9323773784016378,0.9323773784016378,1.0,1.0,0.6697335106681612
JDR,DBSCAN,24,0.9053563462448232,0.9378262881223667,0.80875,0.825,0.5262514457156698
JDR,HDBSCAN,24,0.7477961429005023,0.8911691377923776,0.59375,0.62125,0.21700689687583158
Classical shape,K-medoids,24,0.9918841789267655,0.9918841789267655,1.0,1.0,0.3698882205186106
Classical shape,K-means,24,0.9846624688369091,0.9846624688369091,1.0,1.0,0.30057831520149514
Classical shape,Average linkage,24,0.6632153467233168,0.6632153467233168,1.0,1.0,0.011852633126361634
Classical shape,DBSCAN,24,0.8465132424894674,,0.755,0.78,0.0739495659924787
Classical shape,HDBSCAN,24,0.8339147228419759,0.9840907531703706,0.48375,0.5225,0.182535444299992
Classical full,K-medoids,24,0.476510798803292,0.476510798803292,1.0,1.0,0.3963417525103592
Classical full,K-means,24,0.9722879652290242,0.9722879652290242,1.0,1.0,0.3852261692143109
Classical full,Average linkage,24,1.0,1.0,1.0,1.0,0.011852633126361634
Classical full,DBSCAN,24,0.863531595122078,,0.77375,0.795,0.09192450806376402
Classical full,HDBSCAN,24,0.9255384819988713,0.9863650600817263,0.55375,0.55375,0.22275823570086553
JDR,K-medoids,25,0.8374789510982554,0.8374789510982554,1.0,1.0,0.31281717617515437
JDR,K-means,25,0.9595155134094084,0.9595155134094084,1.0,1.0,0.31025927503383327
JDR,Average linkage,25,0.4708460096660816,0.4708460096660816,1.0,1.0,0.36284747882492263
JDR,DBSCAN,25,0.8843835308418345,0.9784819668019595,0.7875,0.82375,0.5335608681748487
JDR,HDBSCAN,25,0.4935447421879105,0.8035859792414844,0.61625,0.765,0.47382720316642035
Classical shape,K-medoids,25,0.7677408518631277,0.7677408518631277,1.0,1.0,0.2922751404392768
Classical shape,K-means,25,0.8884665567185432,0.8884665567185432,1.0,1.0,0.36658079021019957
Classical shape,Average linkage,25,0.7235608040986705,0.7235608040986705,1.0,1.0,0.015622918968011532
Classical shape,DBSCAN,25,0.9079383981399328,,0.7675,0.78,0.06636590902893742
Classical shape,HDBSCAN,25,0.8768320906857602,0.9823339004800135,0.4475,0.4575,0.1146610114579323
Classical full,K-medoids,25,0.45914386839764715,0.45914386839764715,1.0,1.0,0.40709649098639067
Classical full,K-means,25,0.9435291948515775,0.9435291948515775,1.0,1.0,0.4750121129712446
Classical full,Average linkage,25,0.8877070892592628,0.8877070892592628,1.0,1.0,0.015622918968011532
Classical full,DBSCAN,25,0.8779246419910266,,0.7825,0.80125,0.06318723452690139
Classical full,HDBSCAN,25,0.3940429395693987,0.8982122084124166,0.38125,0.42625,0.20018458873057435
JDR,K-medoids,26,0.8524407615720708,0.8524407615720708,1.0,1.0,0.30772058086931653
JDR,K-means,26,0.871550359197102,0.871550359197102,1.0,1.0,0.3180946188804316
JDR,Average linkage,26,0.7440622994680917,0.7440622994680917,1.0,1.0,0.6890133830117944
JDR,DBSCAN,26,0.8995405483838859,0.9189750837809446,0.81125,0.8375,0.5140768613376329
JDR,HDBSCAN,26,0.6028016852745125,0.8085089745108576,0.61875,0.71625,0.3953721637446492
Classical shape,K-medoids,26,0.4969980872672534,0.4969980872672534,1.0,1.0,0.6473943933153272
Classical shape,K-means,26,1.0,1.0,1.0,1.0,0.3231458848177413
Classical shape,Average linkage,26,0.9075238555959105,0.9075238555959105,1.0,1.0,0.014355080403378854
Classical shape,DBSCAN,26,0.8512946474232653,,0.76125,0.7775,0.12921709707337853
Classical shape,HDBSCAN,26,0.8828204935410087,1.0,0.46875,0.49125,0.1663988876319666
Classical full,K-medoids,26,0.4096147986147693,0.4096147986147693,1.0,1.0,0.4188231803992822
Classical full,K-means,26,0.9681195375764845,0.9681195375764845,1.0,1.0,0.4509217719287049
Classical full,Average linkage,26,0.88739380885138,0.88739380885138,1.0,1.0,0.014355080403378854
Classical full,DBSCAN,26,0.8800764615160773,,0.7725,0.78875,0.06722942432920767
Classical full,HDBSCAN,26,0.9119368548264267,0.9876526509096042,0.54625,0.54875,0.22965477683001687
JDR,K-medoids,27,1.0,1.0,1.0,1.0,0.2839015156858104
JDR,K-means,27,0.9968513603769004,0.9968513603769004,1.0,1.0,0.29790911047865853
JDR,Average linkage,27,0.6129652270931574,0.6129652270931574,1.0,1.0,0.4727595310072022
JDR,DBSCAN,27,0.8822806841629885,0.9562647000514912,0.775,0.80625,0.5147752247297673
JDR,HDBSCAN,27,0.469028774269893,0.7580030787886214,0.61125,0.76,0.4970911206597657
Classical shape,K-medoids,27,0.6696797631483518,0.6696797631483518,1.0,1.0,0.33403749062950167
Classical shape,K-means,27,0.9704423731012168,0.9704423731012168,1.0,1.0,0.3036508387309796
Classical shape,Average linkage,27,0.663215540651901,0.663215540651901,1.0,1.0,0.009096050392775938
Classical shape,DBSCAN,27,0.8973939180990633,,0.76625,0.785,0.05369099461429261
Classical shape,HDBSCAN,27,0.8507962373335841,1.0,0.46625,0.4975,0.162756570502014
Classical full,K-medoids,27,0.5121171965486285,0.5121171965486285,1.0,1.0,0.45264199370737024
Classical full,K-means,27,0.9647014597888877,0.9647014597888877,1.0,1.0,0.42054781281266246
Classical full,Average linkage,27,1.0,1.0,1.0,1.0,0.01094903974428564
Classical full,DBSCAN,27,0.8623001880051352,,0.77875,0.8,0.06074745016627088
Classical full,HDBSCAN,27,0.7254670097935597,0.9881257852418732,0.5625,0.6575,0.361699575032459
JDR,K-medoids,28,0.9967256369032396,0.9967256369032396,1.0,1.0,0.2866944036087915
JDR,K-means,28,0.9418903523739967,0.9418903523739967,1.0,1.0,0.2945010634005495
JDR,Average linkage,28,0.851110899790711,0.851110899790711,1.0,1.0,0.7063978843748937
JDR,DBSCAN,28,0.8723786929082237,0.9707366835586707,0.79875,0.82375,0.5226218354767745
JDR,HDBSCAN,28,0.7476732640057177,0.9361683882095025,0.6025,0.65875,0.25740656989044114
Classical shape,K-medoids,28,0.8139547212216245,0.8139547212216245,1.0,1.0,0.45066897609237566
Classical shape,K-means,28,0.6145118726205033,0.6145118726205033,1.0,1.0,0.5092687684197835
Classical shape,Average linkage,28,1.0,1.0,1.0,1.0,0.02771683724680376
Classical shape,DBSCAN,28,0.8490687938345104,,0.765,0.7775,0.15958007555805906
Classical shape,HDBSCAN,28,0.8219929056908704,1.0,0.46875,0.51875,0.18672655562886045
Classical full,K-medoids,28,0.4574423966457289,0.4574423966457289,1.0,1.0,0.4356030335974396
Classical full,K-means,28,0.5447642741105223,0.5447642741105223,1.0,1.0,0.6300877945177937
Classical full,Average linkage,28,1.0,1.0,1.0,1.0,0.01712892652895081
Classical full,DBSCAN,28,0.9109495506510499,,0.78375,0.79875,0.08936947509069552
Classical full,HDBSCAN,28,0.9154475377853948,0.9983857434269126,0.5425,0.55375,0.23160469060250832
JDR,K-medoids,29,1.0,1.0,1.0,1.0,0.29072552511578204
JDR,K-means,29,0.9502800553135501,0.9502800553135501,1.0,1.0,0.29761815917784956
JDR,Average linkage,29,0.9829286843737249,0.9829286843737249,1.0,1.0,0.668857846979266
JDR,DBSCAN,29,0.8690766042914665,0.898458472293969,0.79625,0.82375,0.48514609502816436
JDR,HDBSCAN,29,0.5797099841936554,0.878171964594217,0.6225,0.75625,0.4135799810668038
Classical shape,K-medoids,29,0.7247768597722799,0.7247768597722799,1.0,1.0,0.3560381125619937
Classical shape,K-means,29,0.5300385482837054,0.5300385482837054,1.0,1.0,0.3762258902031432
Classical shape,Average linkage,29,0.5914545298940794,0.5914545298940794,1.0,1.0,0.08001219435738254
Classical shape,DBSCAN,29,0.9043321428551705,,0.76625,0.77125,0.1328935482690197
Classical shape,HDBSCAN,29,0.8660308235913002,1.0,0.4575,0.465,0.12801803520490682
Classical full,K-medoids,29,0.6180127925619517,0.6180127925619517,1.0,1.0,0.37225181757634945
Classical full,K-means,29,0.5431919213023141,0.5431919213023141,1.0,1.0,0.5798994790360467
Classical full,Average linkage,29,0.6641562611081919,0.6641562611081919,1.0,1.0,0.029025606565768285
Classical full,DBSCAN,29,0.9007376969840714,,0.77875,0.78875,0.09063531660715977
Classical full,HDBSCAN,29,0.9177262173244417,0.9799338447910735,0.56,0.5675,0.24544134538178738
