object_id,region,catalog_type,catalog_period,catalog_epoch,catalog_secondary_period,period_mode,sha256,file,bytes,n_observations,baseline_days,has_errors,eligible,exclusion_reason
OGLE-BLG-RRLYR-11163,BLG,RRc,0.31484104,5000.30283,,first overtone,d9689cfe6b593c6dd0cc8e11685104afb65d0a1d98dffbe7b8b48f4e14a76825,photometry/OGLE-BLG-RRLYR-11163.dat,24936,1039,2825.35554,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-11203,BLG,RRab,0.55879264,5000.29693,,fundamental,9222640e6d5a0611d46988d3b59a11f103de2e404027971d38ae27cf2f1feedd,photometry/OGLE-BLG-RRLYR-11203.dat,25032,1043,2825.35554,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-11233,BLG,RRab,0.586804,5000.55119,,fundamental,fae47b1b9ab41bcd08c567b506674f28fa3650c33d5a1ab62a74f6923fb500f2,photometry/OGLE-BLG-RRLYR-11233.dat,30144,1256,4382.90779,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-11248,BLG,RRab,0.67129525,5000.27287,,fundamental,2a0473e6953bb5b81164c40d1b5c76507de632e58fa605302c920b968438f867,photometry/OGLE-BLG-RRLYR-11248.dat,33672,1403,4404.00437,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-11317,BLG,RRc,0.33921125,5000.08728,,first overtone,aa13de2431cb6486a6f3c97246240a5057f3e7df8a7e1d8c69feeb678c3d7939,photometry/OGLE-BLG-RRLYR-11317.dat,32880,1370,4404.0021,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-11346,BLG,RRab,0.6196245,5000.05835,,fundamental,bcb2e62b9059637d6c68d9f0b6e78137fa2fb015abb3af68320b9edfc70742ee,photometry/OGLE-BLG-RRLYR-11346.dat,32664,1361,2830.18344,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-11437,BLG,RRc,0.346522,5000.03687,,first overtone,e6745295bd3a922ee3d22e7aab7ce4fd0dc4179f47de8f0a509771876ab0df1c,photometry/OGLE-BLG-RRLYR-11437.dat,34128,1422,4403.99062,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-11533,BLG,RRc,0.2710896,5000.15639,,first overtone,2ee902a4fd59177898d08e1b18e7e338132451e8692a0ee05fcea3ec47cc0544,photometry/OGLE-BLG-RRLYR-11533.dat,34848,1452,4403.99049,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-11557,BLG,RRc,0.3930724,5000.06189,,first overtone,73e186bb38560a3dc0fec98dea9092bebe07b1fb1fa2a68ddfa5311255d5ebe5,photometry/OGLE-BLG-RRLYR-11557.dat,28608,1192,4403.896110000001,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12063,BLG,RRab,0.6254236,5000.25747,,fundamental,ce8ce748c4db6e99236bcbefbd5b36ff1daa0965c7a0d78065e188ac40d50621,photometry/OGLE-BLG-RRLYR-12063.dat,32376,1349,2828.3248700000004,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12170,BLG,RRab,0.474932,5000.24764,,fundamental,e5d10aa145d7b65384c2fba635c499855a591ace5b600a203e685b547e99aee1,photometry/OGLE-BLG-RRLYR-12170.dat,8592,358,1662.1226000000001,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12247,BLG,RRc,0.279944,5000.24485,,first overtone,6319512e0bcb13a319037f76880e78998d501d02007f6ed1ecdaf80c89f4bb3b,photometry/OGLE-BLG-RRLYR-12247.dat,8496,354,1662.1226000000001,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12252,BLG,RRab,0.40331795,5000.12854,,fundamental,7c76b3f41c09774e440457a3384641398907d170f9e7e3fe4ba098297c59fa6c,photometry/OGLE-BLG-RRLYR-12252.dat,27480,1145,4290.21743,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12289,BLG,RRc,0.2475705,5000.13968,,first overtone,cc0d4d6e6197389d6482dc9da5fcb2f44704bf89b555885c96786d90396551d0,photometry/OGLE-BLG-RRLYR-12289.dat,36264,1511,4403.98802,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12299,BLG,RRc,0.2824174,5000.10877,,first overtone,60f349719aff5cd9eb60c301192887e7459e830e25c527b96f93d086237b7474,photometry/OGLE-BLG-RRLYR-12299.dat,39120,1630,4425.05292,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12376,BLG,RRab,0.625918,5000.51485,,fundamental,2b7d4cae820a317402c9f7cc33f2366b4c9eca9b2a83b9c1f3467a754b8fd161,photometry/OGLE-BLG-RRLYR-12376.dat,39576,1649,4425.05278,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12434,BLG,RRc,0.2942688,5000.11936,,first overtone,1d8f50854b8221e011c2644bc51aa59097e0634d676c78c0611156ba718a2149,photometry/OGLE-BLG-RRLYR-12434.dat,61944,2581,4425.054999999999,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12478,BLG,RRab,0.461782,5000.08254,,fundamental,801a88af5c57078dd2bb2c526ca8c3ab25d94aa777d3dc03b02c0ddd6ecd241d,photometry/OGLE-BLG-RRLYR-12478.dat,25992,1083,4425.006689999999,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12796,BLG,RRc,0.26025875,5000.19406,,first overtone,1d3118ed915fb657297a86f4e9ac32bc9c74d63f5b63905133daefb0c89f248f,photometry/OGLE-BLG-RRLYR-12796.dat,26520,1105,4403.93991,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12812,BLG,RRab,0.5342028,5000.51227,,fundamental,3aba948e031cd24a29d307470c86004d35ee73ccb8cd93ea6b020bf109f515d9,photometry/OGLE-BLG-RRLYR-12812.dat,18888,787,2826.19349,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-12925,BLG,RRab,0.53330606,5000.38526,,fundamental,d9d9afc435759851bf9c0c8b9ae3501112a646bc091ef809baa3fa2a557b94f2,photometry/OGLE-BLG-RRLYR-12925.dat,37344,1556,4403.98214,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-13048,BLG,RRc,0.28404275,5000.07789,,first overtone,c151def5250c0d3198fdb90c8c017c9ba00e748cc3cbe76fab4d659d960bebfb,photometry/OGLE-BLG-RRLYR-13048.dat,39384,1641,4403.982239999999,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-13050,BLG,RRc,0.2778204,5000.0929,,first overtone,3aad68e183a532268204839c08b5c84299b7796acc6de8f9981abc9079d0d537,photometry/OGLE-BLG-RRLYR-13050.dat,8448,352,1650.31835,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-13066,BLG,RRab,0.526815,5000.08092,,fundamental,3cef2848d924cacab9c9f3e2e30eb70eace3caaa2fa7e7dc6e7260b53c5dda61,photometry/OGLE-BLG-RRLYR-13066.dat,31080,1295,2830.15759,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-13088,BLG,RRab,0.534048,5000.22723,,fundamental,234f15937b75ad0be45873e7eb6305badab502e804eb1fd667e7911ffdd386cc,photometry/OGLE-BLG-RRLYR-13088.dat,39192,1633,4402.06989,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-13134,BLG,RRc,0.31107625,5000.14917,,first overtone,2fd80d88e6656d95ab040d31822573dcaad4fe0fe7a87e1d45e2f17260af5e96,photometry/OGLE-BLG-RRLYR-13134.dat,26424,1101,2830.1938299999997,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-13145,BLG,RRc,0.337861,5000.16602,,first overtone,ba21743cd49dedd7bec4e91341418478ac8450de638457973148dc2880ec6be9,photometry/OGLE-BLG-RRLYR-13145.dat,48792,2033,4395.0488,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-13307,BLG,RRab,0.461365,5000.42265,,fundamental,17d40dd5dd29742ba882dd8e3054e10b8748f8c849afbd0bcf58eab917cdaac7,photometry/OGLE-BLG-RRLYR-13307.dat,19488,812,2829.21271,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-13920,BLG,RRab,0.59728975,5000.26256,,fundamental,e11ff6b5dd85178f630332eaa50e78fc353ca7e61979bfa29275d3e07438779e,photometry/OGLE-BLG-RRLYR-13920.dat,22560,940,4410.85277,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-14291,BLG,RRc,0.33005631,5000.10509,,first overtone,33faba69e0f2fffdf0b67bf6569b3ea1ba46cce9bb6dc23ab6791a03ceb93a2f,photometry/OGLE-BLG-RRLYR-14291.dat,18288,762,2830.17597,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-14427,BLG,RRab,0.56480121,5000.00518,,fundamental,646383e8441967c1b6de3e1867d2d541239b40ff3cc25e9ae06f1aceda928a4e,photometry/OGLE-BLG-RRLYR-14427.dat,360,15,472.8111899999999,True,False,Fewer than 30 original observations
OGLE-BLG-RRLYR-14623,BLG,RRab,0.5987125,5000.00116,,fundamental,98a0d694a0b9a8e6854fa01b008be9f5cfac2e3998491d53d36e095ce6f8df99,photometry/OGLE-BLG-RRLYR-14623.dat,17664,736,2827.35393,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-14643,BLG,RRc,0.31802896,5000.26213,,first overtone,eea84d00203845a593b9e2fd30fe0f91c54341d39a1cc98d08590306c4ea8dd8,photometry/OGLE-BLG-RRLYR-14643.dat,18312,763,2830.17597,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-15080,BLG,RRab,0.4436105,5000.4429,,fundamental,17756914629f15807fb8b79d36af98d00aecc9eb74e0db4efbb8171ba195d17e,photometry/OGLE-BLG-RRLYR-15080.dat,19920,830,4421.89353,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-15192,BLG,RRab,0.45487867,5000.42484,,fundamental,2cb7605f4d669912c92268b613b0a3e20ac4a0cdb6cf9a4e09f6d6c4ce0a7dc7,photometry/OGLE-BLG-RRLYR-15192.dat,624,26,720.8292099999999,True,False,Fewer than 30 original observations
OGLE-BLG-RRLYR-15218,BLG,RRc,0.32875376,5000.18345,,first overtone,672fd504cb929d235c3c3904ff14aea1f341a2e4f3cff5b2513198181e016cc0,photometry/OGLE-BLG-RRLYR-15218.dat,4560,190,1653.27664,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-15232,BLG,RRab,0.44858621,5000.00921,,fundamental,13cb34f8f925991357eed9ba2ce48171aa0440a069fc4a233d737beaad5ffada,photometry/OGLE-BLG-RRLYR-15232.dat,264,11,169.66494999999986,True,False,Fewer than 30 original observations
OGLE-BLG-RRLYR-15294,BLG,RRc,0.28639,5000.02761,,first overtone,618bc2d927b6fa8b98101ba638be8ce677d36d2630f100918901a2511ad06ced,photometry/OGLE-BLG-RRLYR-15294.dat,18600,775,2825.30929,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-15363,BLG,RRab,0.45106301,5000.40279,,fundamental,2f3c12e53c2f6f523ae224cdc5095999d74621503a14d23ed1992e54cbe55e12,photometry/OGLE-BLG-RRLYR-15363.dat,672,28,2570.87841,True,False,Fewer than 30 original observations
OGLE-BLG-RRLYR-16166,BLG,RRab,0.53485667,5000.20567,,fundamental,4914ac785a5241d81881bd087fe556cb7ddf3c4682df0e522553c817419d0960,photometry/OGLE-BLG-RRLYR-16166.dat,648,27,757.9595199999999,True,False,Fewer than 30 original observations
OGLE-BLG-RRLYR-16304,BLG,RRab,0.54265375,5000.19194,,fundamental,2641f82d4b8da9eedae02f6d440f933c1278b8235d4982d5de27cfb067b87edb,photometry/OGLE-BLG-RRLYR-16304.dat,4728,197,800.9539099999997,True,False,Exact duplicate folded phases
OGLE-BLG-RRLYR-16510,BLG,RRab,0.4866021,5000.41008,,fundamental,4f5b06a28f6fe29f3aa2071ea984af15d03f44a8824c8271d19e7f2f791e8cb6,photometry/OGLE-BLG-RRLYR-16510.dat,456,19,666.1556500000002,True,False,Fewer than 30 original observations
OGLE-LMC-RRLYR-00007,LMC,RRab,0.55285,2171.46854,,fundamental,7da9685671fb4e2046ed7ff1cd077326d2f7ebd23403fe6c03a346efcebf8ae9,photometry/OGLE-LMC-RRLYR-00007.dat,8616,359,2368.6577599999996,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00021,LMC,RRd,0.379353,2171.5929,0.5086621,first overtone,64ad111bb51db7dd12af19d4e9ea4406be5b0efa6d1c9c03376b2a21a5e0c74f,photometry/OGLE-LMC-RRLYR-00021.dat,8640,360,2368.6577599999996,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00046,LMC,RRc,0.361006,2171.53909,,first overtone,e17cff828e826f64dcfee533d8aefaa03241be1cd353bee5c644060c2f449577,photometry/OGLE-LMC-RRLYR-00046.dat,8640,360,2368.6577599999996,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00171,LMC,RRab,0.562335,2171.83941,,fundamental,72abbabc3d77403fcb5390c1668e92f8dbce059e9256d87cb2b46fdbc35c15e2,photometry/OGLE-LMC-RRLYR-00171.dat,8760,365,2368.6579099999994,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00394,LMC,RRab,0.6282451,2171.72571,,fundamental,9c2f8c37a23e951c6251b235c7a4528ac14200c62d2e961f4329cd43fdd876fe,photometry/OGLE-LMC-RRLYR-00394.dat,8832,368,2368.6576500000006,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00431,LMC,RRab,0.6191338,2165.24697,,fundamental,762a082df7d4ecdf7e34afe8f3235e5b02e1ab6ce2c7bb4cc42bfecea2296209,photometry/OGLE-LMC-RRLYR-00431.dat,8760,365,2374.6797699999997,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00497,LMC,RRc,0.307905,2183.80638,,first overtone,b485cb3d340e599334093e324fe0c6160233f035d095d2c5c23a5715e02b5f89,photometry/OGLE-LMC-RRLYR-00497.dat,12000,500,2356.6973199999998,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00598,LMC,RRab,0.5924525,2165.8266,,fundamental,e6571da0e354896382a004db358c22f6bc9fa775c42994ef0251c7434890ded8,photometry/OGLE-LMC-RRLYR-00598.dat,8592,358,2374.6802199999997,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00736,LMC,RRab,0.563705,2165.64116,,fundamental,1613c48027970e25ef8b13182ab276143657ec55c7ef3f8545cd9b7f2b7d9e42,photometry/OGLE-LMC-RRLYR-00736.dat,8904,371,2374.6803700000005,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00739,LMC,RRab,0.4869645,2171.89199,,fundamental,5ed8c64b1ca488c4516c107ceb2efa1b883f5ec79501b30e3c70c276e2cc458b,photometry/OGLE-LMC-RRLYR-00739.dat,8832,368,2368.65704,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00760,LMC,RRab,0.599802,2165.61678,,fundamental,f200ba840f5d2137e97e715765fb4030af2bd5f2dbd0854db7a7931db519ce05,photometry/OGLE-LMC-RRLYR-00760.dat,8760,365,2374.6802199999997,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-00787,LMC,RRab,0.6441,2183.66997,,fundamental,d66ed7ea690f6c39e6bc452bc867eb97377174350859adbfc943beb52e2df836,photometry/OGLE-LMC-RRLYR-00787.dat,8664,361,2356.69743,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01139,LMC,RRd,0.3490913,2171.85237,0.4692581,first overtone,3aba8711d1942a4a6565e751fa55616db9b683f9c493ff77ea4de01e20cd11ec,photometry/OGLE-LMC-RRLYR-01139.dat,8976,374,2368.6571900000004,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01162,LMC,RRc,0.334746,2171.88988,,first overtone,c6fbc7622370e3ca5fb76a69997cdd12a5e983ea4a0ed45a5e004e3079a9866c,photometry/OGLE-LMC-RRLYR-01162.dat,8832,368,2368.6572799999994,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01271,LMC,RRc,0.283845,2171.84775,,first overtone,31baa2594af0cf8899827e79c067d42b72082b0e965c84e86892568626f91775,photometry/OGLE-LMC-RRLYR-01271.dat,8976,374,2368.6571900000004,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01380,LMC,RRab,0.6366832,2165.44594,,fundamental,d4aedf7803491acfffa14c7be60058ef16a0cdea5d6e56d0c70769fedafa08dc,photometry/OGLE-LMC-RRLYR-01380.dat,8952,373,2374.67531,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01518,LMC,RRab,0.601015,2166.67542,,fundamental,aa7d3a9bc5ddbdf84554651a84a52e3aca46f0162bdca5bf85f2fc52ad51897a,photometry/OGLE-LMC-RRLYR-01518.dat,8760,365,2373.7563900000005,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01576,LMC,RRc,0.2799534,2166.59142,,first overtone,8c71c12c933eafab8896305004ad9afa9de10afdb05cc75547d612e4318d3907,photometry/OGLE-LMC-RRLYR-01576.dat,8760,365,2373.7561399999995,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01602,LMC,RRc,0.3337632,2166.74357,,first overtone,3bbb6ec4f6dc677b7e893f407301e3072303f8cdcc4ffa5e86f04040a1bad6d0,photometry/OGLE-LMC-RRLYR-01602.dat,8784,366,2373.75631,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01619,LMC,RRc,0.29836,2166.74805,,first overtone,8d9883752f8b9aba0c25cace1ccf02e6bbb74d4d5601cc204f7a22612716f649,photometry/OGLE-LMC-RRLYR-01619.dat,8784,366,2373.75631,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01701,LMC,RRab,0.55771,2166.28334,,fundamental,3e35059c1a66380357d44fbae69c34b6b8ee4007bc8d14f9b0f6f8ca8f0eed8a,photometry/OGLE-LMC-RRLYR-01701.dat,8784,366,2373.75631,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01786,LMC,RRab,0.5336704,2165.38926,,fundamental,166c2c54d55ee8aeb368ce7102c8632ac78b8b1a943c5b6854687096eedb49d4,photometry/OGLE-LMC-RRLYR-01786.dat,8616,359,2374.67545,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01854,LMC,RRd,0.356375,2165.69114,0.4790768,first overtone,7dca931c184bb8c9c6cda5767dbd9cc3a96cb839f1bb53a9d0c5ca6497238fbe,photometry/OGLE-LMC-RRLYR-01854.dat,8976,374,2374.6751499999996,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01947,LMC,RRc,0.337775,2166.80407,,first overtone,65fedbb9ccf3f314752c97b105eab192455fd5d1cbb3248e72d9a7ad59462146,photometry/OGLE-LMC-RRLYR-01947.dat,8352,348,2373.75505,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-01986,LMC,RRab,0.5896002,2166.25728,,fundamental,271e571447ea5db317ff5b2514fd364d1d5215c3f239af5ca323b779ce4be56b,photometry/OGLE-LMC-RRLYR-01986.dat,8784,366,2373.75631,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02007,LMC,RRe,0.2668915,2166.7658,,catalog RRe,b934d8cb8cdaaa0856eab9af515f888194b3a8fe1dbec3427d1e50cfb4de81f8,photometry/OGLE-LMC-RRLYR-02007.dat,17568,732,2373.78112,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02030,LMC,RRd,0.3585968,2166.5094,0.4816853,first overtone,46f36496a15227548de52ba7ba1c5542e6d699158184a9ce5083a37fee6dc9c0,photometry/OGLE-LMC-RRLYR-02030.dat,8760,365,2373.7563900000005,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02068,LMC,RRab,0.56977,2166.3594,,fundamental,9c9b67be7fdc15daf920d9b1d6a3470398b3587e9c931560f79c0b98a59196a7,photometry/OGLE-LMC-RRLYR-02068.dat,8640,360,2373.7548999999995,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02123,LMC,RRc,0.28983,2166.74772,,first overtone,038fdef80024b5a7fe07340ae6763caccc3ed6a0fb126dcab653ba3f0ea54fb2,photometry/OGLE-LMC-RRLYR-02123.dat,17184,716,2373.78139,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02166,LMC,RRab,0.6918965,2166.64399,,fundamental,092e49fc060946e2105030165e90afef15d57c3040b65082048b4deae3050978,photometry/OGLE-LMC-RRLYR-02166.dat,9048,377,2373.7569599999997,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02209,LMC,RRc,0.4233028,2191.73507,,first overtone,9c64b148d39a1c46968d64d17307df85fb7cd8c17a1c6c49a1be7fcb4ea85c8a,photometry/OGLE-LMC-RRLYR-02209.dat,4608,192,2348.71627,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02304,LMC,RRab,0.513495,2166.52296,,fundamental,0cc5b5df24ce06cc4defc1e1ca4c2ca9834c0d1a158e844c8f349e617005f1bb,photometry/OGLE-LMC-RRLYR-02304.dat,8832,368,2373.75536,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02397,LMC,RRab,0.665345,2166.49638,,fundamental,d4b49189b350feaae7cbc9b7e90e9f3441a1b2f98e511842c71f2deab571b15b,photometry/OGLE-LMC-RRLYR-02397.dat,8880,370,2373.7552,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02419,LMC,RRab,0.544441,2166.50854,,fundamental,4c6aa933c5fac10d3f3646dc028c816806cac5e47e390877462132d9f5491237,photometry/OGLE-LMC-RRLYR-02419.dat,8832,368,2373.75536,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02425,LMC,RRab,0.5174035,2165.89724,,fundamental,51093db426a0269f01e5f664813d64e89d618bd67fd40d1ad5b30323b63eb741,photometry/OGLE-LMC-RRLYR-02425.dat,9048,377,2374.67545,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02496,LMC,RRc,0.4073966,2166.61297,,first overtone,f1c253715bcc38df12d1258e0a72a4550300aebf793f08ea433cfd2c0f32a6ff,photometry/OGLE-LMC-RRLYR-02496.dat,8784,366,2373.75547,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02630,LMC,RRab,0.49778,2166.80015,,fundamental,95896ace4c1d68e82650dcefc45bb5a4f533d384f743bcd84cd83b45835d63de,photometry/OGLE-LMC-RRLYR-02630.dat,9312,388,2373.7558499999996,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02651,LMC,RRab,0.6136475,2166.57608,,fundamental,bf36f3a65e83b6c6f49ae87c3502294c4c204bd48a62d3d8b60ba4b61daf66de,photometry/OGLE-LMC-RRLYR-02651.dat,8808,367,2373.75536,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02770,LMC,RRab,0.6965252,2166.47361,,fundamental,df2b5660067feab85ab0db9d427ab8ea1a6f87e33b3b5ba649502df11f84459e,photometry/OGLE-LMC-RRLYR-02770.dat,9120,380,2373.75572,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02783,LMC,RRc,0.2913685,2166.73473,,first overtone,d7defc012f9e284045a2204acc44847a700026a351a44590bf947e237687d942,photometry/OGLE-LMC-RRLYR-02783.dat,8784,366,2373.75547,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02794,LMC,RRe,0.2714636,2166.79586,,catalog RRe,97854ddf634ce0b7abd0b4bae5f1837be4df742410ea35f4ab10429676b22914,photometry/OGLE-LMC-RRLYR-02794.dat,9312,388,2373.7558499999996,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02882,LMC,RRab,0.457246,2166.65112,,fundamental,b9c664c0c6edc5bdbbc91c37ae745e361cabe9d5cba3d57ed2c06aeab246e988,photometry/OGLE-LMC-RRLYR-02882.dat,8784,366,2373.75536,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02938,LMC,RRab,0.53537,2166.41633,,fundamental,f8d91d428d42e8a1b1dcf4f97792f627afd74bab6037bb0948e4d376c8c667b6,photometry/OGLE-LMC-RRLYR-02938.dat,8832,368,2373.75536,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-02997,LMC,RRe,0.2747551,2166.64019,,catalog RRe,6dfd3cbd577c5071de0232dbd7d68ab62c3101f07dd0e3978bbaf9ca904381dd,photometry/OGLE-LMC-RRLYR-02997.dat,6480,270,2365.70822,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03029,LMC,RRab,0.5526344,2166.59058,,fundamental,bf54eb60dcdbb7050417e068e47727a809632931e0ed9364ec613b6c35b5ceff,photometry/OGLE-LMC-RRLYR-03029.dat,8688,362,2373.75505,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03051,LMC,RRc,0.340986,2166.55084,,first overtone,e9a26672a75d75de924481350767d38473841e948bb3a84dfb57db7c63c7e3d8,photometry/OGLE-LMC-RRLYR-03051.dat,8304,346,2373.75505,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03068,LMC,RRab,0.4152475,726.51158,,fundamental,3c1deab22078587e0a6122a5c200418ce68de4218f5ecd704c09c229fa9c2ade,photometry/OGLE-LMC-RRLYR-03068.dat,15864,661,3813.79261,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03093,LMC,RRab,0.5579,726.32797,,fundamental,4d1d1415c9ad8b73f85248772d2cac550f1725447394e9dc57a4dfab42ecc5c3,photometry/OGLE-LMC-RRLYR-03093.dat,15912,663,3813.79248,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03198,LMC,RRab,0.56155,2166.61132,,fundamental,61a23a57261a14469521cb1338c9306657a2b8093892304920bba5932d0369a0,photometry/OGLE-LMC-RRLYR-03198.dat,8808,367,2373.75547,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03223,LMC,RRab,0.567822,2166.54073,,fundamental,7babbe6f9fb7267ef2f14368d37615a7456eaa7a2e7c8a6995489a797ddfb38c,photometry/OGLE-LMC-RRLYR-03223.dat,8112,338,2373.75505,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03282,LMC,RRab,0.579425,2166.38521,,fundamental,f2b46e6cb7780ad9708b7daae4a5e209a85cdf1842d8d72ba4a9f2462ad64826,photometry/OGLE-LMC-RRLYR-03282.dat,16992,708,2373.78725,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03312,LMC,RRe,0.2855382,726.55246,,catalog RRe,76c6e5eafe3cc80f40d85bfc145eaae580eba3547236429974743073e84eac10,photometry/OGLE-LMC-RRLYR-03312.dat,15888,662,3813.7940399999998,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03329,LMC,RRab,0.5699015,2166.76911,,fundamental,39da25ee514dbf2d784973ae55a5424c374ee23047f5e9e8c162a77bcccd26ef,photometry/OGLE-LMC-RRLYR-03329.dat,15408,642,2373.78725,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03340,LMC,RRab,0.608345,2166.82664,,fundamental,79b2c3fcd6638bd85db7f836dde576a2b00b516c4b4d6383216ae9a8f99569fe,photometry/OGLE-LMC-RRLYR-03340.dat,9024,376,2373.75558,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03370,LMC,RRc,0.29191,726.53221,,first overtone,8bcea5f68124555ce7e39362abe923897c2b6410dda3bd9a925155c3c9695ac2,photometry/OGLE-LMC-RRLYR-03370.dat,15792,658,3813.79335,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03401,LMC,RRab,0.59976,739.57786,,fundamental,122b9fd1f75d38d098ba7e95828c06e4259b9c443b55d229dc39914912d380ba,photometry/OGLE-LMC-RRLYR-03401.dat,13584,566,3800.75861,True,False,Exact duplicate folded phases
OGLE-LMC-RRLYR-03448,LMC,RRc,0.3318468,2166.8131,,first overtone,8316ad0ac7a5304a680988853335cb4d730a3c84e6c5d7c42e348b2717119c54,photometry/OGLE-LMC-RRLYR-03448.dat,8904,371,2373.75558,True,False,Exact duplicate folded phases
